,series
1176,10.690944412566814
251,11.470547260182666
1126,10.147261623643049
774,11.101648299531258
307,10.925417481232905
193,10.523780128994506
646,10.798847148587821
502,11.352694739066088
33,11.508719833687696
937,11.064804181259648
57,10.349204995339194
750,10.138875830266775
358,10.298790318518323
45,11.233268703392175
1195,11.166237060564342
966,10.690944412566814
664,11.27992228688911
68,10.283659467741664
318,10.863113597896751
291,11.054745420841801
46,9.88635767027266
277,10.588945244611693
1206,10.336863503805128
297,11.942792677133783
224,11.781988742399806
700,10.683645110085203
1064,11.540318039137862
364,10.188167121983652
1090,9.950616680806068
366,10.964896292206694
0,11.175754549129524
66,10.059354039524031
793,10.841452101115571
31,9.268865850956626
683,10.525211768465944
922,11.02220830408089
294,10.580858947180335
1091,9.82197089913809
113,10.55758616512496
245,10.868202667404223
415,10.37065566550255
161,10.666403303650696
678,11.715790550995315
411,11.547549475609573
1022,11.02220830408089
1220,11.307930232161196
783,9.771618776997505
1216,10.369151780182765
1,10.77677731765335
247,11.981595204981144
1200,10.188167121983652
665,10.186161103256786
1197,11.648784147353842
92,11.063134731790107
381,9.975737513942137
114,11.371282634834179
891,11.219074000897615
254,10.529494430257945
429,9.67600459962282
588,10.38737929394203
178,10.676292135779944
726,10.55342238395318
389,11.803200572598556
132,10.760018088869778
881,10.504687851059666
1227,10.23296037890921
984,10.794485091507655
289,10.466299735126338
246,10.301710499387234
552,11.876197639250138
89,11.383485348791732
192,10.883216300213936
768,11.352694739066088
1281,10.667632361713904
436,9.824885806178992
1023,11.053421883178572
925,10.56846856468972
651,10.53941655276426
772,10.90311893251045
146,11.583439099510642
118,10.310615277730193
764,10.71962021254348
1252,10.319441460358465
1048,11.711863755958657
1041,9.326470842899342
920,10.504965265847654
759,10.370822624347584
26,10.977716980635755
957,10.62842405558548
14,11.116330976323743
500,9.804506643842341
82,10.732493415479688
831,11.624777346052767
1224,10.208009042782656
851,11.52464373704442
600,11.081347155713406
273,11.799206957067087
684,11.288114524334732
1003,10.633572072102883
466,10.126163794678414
1202,11.134075023561454
1141,11.016797696588752
1296,9.317895278196945
447,11.572957346444928
371,10.030000372501505
557,10.830969824842061
838,9.759386208561871
271,11.320925866649002
605,11.715790550995315
449,11.83458800598367
1116,11.894913580522502
523,10.510802297245792
214,11.288114524334732
344,11.340108040487776
1137,10.639970046582542
147,9.816202683605532
723,12.1806155047626
412,10.126163794678414
857,11.822932862391923
1169,10.70777173269934
342,10.54924119319278
876,9.964497380151283
173,10.167923515707006
815,11.503355013953577
948,10.46628456073464
799,10.580858947180335
738,11.6226216177553
305,9.861637279518702
543,10.657669623681942
1035,11.18267988243989
820,10.169762314876662
1005,10.978617394068182
285,10.46628456073464
221,10.776844060703754
824,11.511924964636645
22,9.528520611153752
1185,10.787906120409612
116,10.963974208231726
810,11.442360501250736
406,11.44121633636619
361,10.826745953725876
95,10.717261720884188
1098,10.190169124654325
261,10.07138558866436
1073,10.969494001455322
936,10.30099467974321
880,11.41394455627644
179,11.288114524334732
102,10.447907320733034
574,10.50497986449436
716,11.047982926769505
563,11.981595204981144
184,11.064804181259648
467,10.607562803627763
380,11.058109595587434
603,11.671319016786894
71,10.837272366712863
1103,11.947682155153789
904,11.557785126252114
346,9.606772808053499
1105,11.229102177820835
1183,9.783703516212578
29,10.773501439207065
1084,10.59563423276249
992,9.576276649067632
39,10.754345923917311
504,9.555290852218356
157,11.157152970843999
658,11.06229896074271
733,10.301710499387234
635,10.785284424941176
1154,11.694548697992886
946,11.270074185856739
394,10.633405177560588
52,9.963243430044656
958,11.120757161229305
359,11.23889064370897
841,12.005934792082499
402,11.018284165624754
421,10.082583913974387
448,10.910678521970082
677,10.180118788800824
284,10.833075088777523
592,10.377478222959319
227,10.620651995737777
353,11.436206670969893
822,11.799206957067087
771,11.470547260182666
9,10.621951541079863
1086,11.285442512056921
30,9.476778419617322
1209,11.778996083184301
691,10.525211768465944
1055,10.533971572370383
1167,10.12402932214978
334,10.882315804880687
805,11.211900368986477
462,10.594300009749354
7,11.03061499223515
517,11.971204630519404
197,10.841452101115571
296,10.862092668762644
392,10.518018577413223
909,11.52464373704442
1163,10.104611236292678
1044,10.88331630521427
899,10.816107555520821
773,10.977716980635755
510,10.776844060703754
1130,10.419692282932575
122,10.419692282932575
688,10.319441460358465
378,9.631552837051986
38,10.167289367847482
1144,11.470547260182666
846,10.397183294038651
985,10.370822624347584
962,10.892276046585742
162,10.56586207442882
67,9.409283029786373
124,10.087028365734811
551,10.993953872709783
4,11.473100972779063
1248,10.326446742946873
845,10.580858947180335
533,9.88635767027266
1297,10.5552565839505
1117,10.911903762066183
300,10.208009042782656
611,10.754357300416876
747,10.265276597141131
287,10.860047678274917
748,11.002618186839925
427,10.977716980635755
608,11.144911042902732
863,10.900173422280695
1295,10.667632361713904
919,10.996564630149608
1246,10.749784912589748
842,10.78900562574303
506,11.085440489304405
356,9.750081515393676
399,11.848397201257859
1043,10.931725444421959
864,11.68979217108122
352,11.226196538130814
844,11.509254736080766
1291,9.641987714344566
1070,10.15346364564591
698,11.512991062818642
643,11.039464987704202
836,11.766670536842161
667,10.588945244611693
886,10.09739572450197
260,11.016097416448089
1094,11.352694739066088
333,10.082583913974387
153,11.519893134285821
396,11.08997268702302
787,10.882315804880687
501,10.403650143697382
816,11.470547260182666
1225,9.708902303129879
906,11.277383368370065
721,10.704907085240231
373,10.167923515707006
855,10.826745953725876
590,10.580858947180335
312,11.624777346052767
825,10.188167121983652
598,11.396139931642935
42,10.235123369655367
1009,10.503518943854685
645,9.588689132620203
1213,10.882315804880687
1113,11.56084210487126
28,11.144140923496169
522,11.129965423395353
1060,10.950974953688085
762,11.32736089528991
1107,10.740600003012675
140,10.460196261867386
942,10.403666298916729
704,10.084808608996498
1092,11.352694739066088
1170,10.49618215379083
407,11.402110098629437
158,10.931153634628432
1006,11.06979587215689
136,9.506417665734743
1178,11.650350362059477
1249,11.478299236986985
782,11.45090026279887
445,11.047982926769505
1286,9.409283029786373
669,9.99658437558166
743,10.882315804880687
272,10.57552675900535
1230,11.38409159312676
519,11.291444530741918
814,10.647353436437802
818,11.801613023751163
377,9.708902303129879
734,10.842494310694015
498,10.830969824842061
614,10.742904151497525
1231,12.135793518599822
1188,10.977716980635755
1146,11.71489846116146
1016,10.621938553982543
1288,9.88635767027266
676,11.009948956147637
1042,11.237488118934884
97,10.159709917169616
662,10.25782777312814
128,11.216927309554451
890,11.118388427393754
1162,10.776844060703754
859,10.126163794678414
622,10.629713546415353
544,9.83063294843456
379,10.716080385838357
703,10.407616483423654
931,11.340108040487776
203,11.442360501250736
343,11.624777346052767
1180,11.37618160360327
654,9.875184369674535
1217,10.265276597141131
518,10.765658261746038
918,11.18267988243989
779,10.341859637894759
234,10.510802297245792
488,11.469991241263699
237,10.329931067029484
549,11.430859511915424
400,9.699146128184514
895,11.271974295006054
570,11.504424909404817
917,11.352694739066088
232,11.288114524334732
794,11.036037392231934
682,11.601643784304514
442,11.240291204162
1228,10.911903762066183
718,9.555290852218356
796,9.67600459962282
98,10.333403292740233
514,11.219752826912
1289,10.567234758240792
511,10.435465480609668
112,11.219074000897615
217,10.913845510249093
360,10.060060439307305
558,10.319265697988735
499,10.790103923492092
1274,9.88635767027266
934,10.983161640183987
225,10.699393467053342
18,10.188167121983652
168,10.725492220020703
1119,11.155242401621269
292,10.167923515707006
1212,11.550627594890205
425,11.030873869571886
397,10.81931097523836
1125,11.395540949893968
1149,11.733039792816312
540,11.219074000897615
328,11.172247597066484
795,11.72918457279188
848,11.706175092295874
302,10.450993742936223
1256,11.525170191386666
164,9.827763506006608
93,11.061462490597744
213,10.283659467741664
770,11.049906436113686
337,11.017847198171877
803,11.442360501250736
212,9.83063294843456
618,11.702152960779438
36,9.880922874286703
105,10.46628456073464
362,10.55342238395318
850,9.67600459962282
756,10.977716980635755
758,11.937276356672394
365,9.93914036985058
856,10.082583913974387
1101,11.037726951247386
1299,11.288114524334732
565,11.352694739066088
249,11.596266113070396
476,11.762112832660845
781,11.737731633370338
454,10.862092668762644
1182,10.772395917628927
230,9.964497380151283
652,11.254810893751282
70,10.968576149165093
610,12.472347407870709
1221,11.272726554360904
1264,9.913097231314559
410,11.538242272954019
1208,10.419692282932575
338,9.592295759601168
1025,11.32736089528991
43,10.500590684075595
539,10.73132994821639
601,10.480567504600335
965,10.118930877053268
1174,10.53941655276426
171,10.525211768465944
417,11.288781413322436
837,10.481345086360362
1093,10.682851144184026
806,10.634854945915771
882,9.827763506006608
637,9.493013922696841
423,10.367478139624735
727,10.450993742936223
967,10.50497986449436
376,10.290919027754468
524,10.765658261746038
438,11.751256776147379
1131,11.601341447040118
150,11.105867681227291
1302,9.88635767027266
1187,10.513700849999804
981,11.061462490597744
954,11.281414342976868
1179,10.452533389121816
143,10.375818471540954
717,9.672654512737537
526,10.658921971998408
583,11.313402478637913
975,10.862092668762644
566,10.841452101115571
440,10.227464909398023
174,10.803190260734986
1106,11.296213725139731
123,11.123120297421588
138,10.188167121983652
879,10.70777173269934
1075,10.46628456073464
732,10.452533389121816
624,10.812893840917726
784,11.715790550995315
182,11.49796125761926
617,11.211900368986477
690,9.902487052202545
1148,11.340108040487776
240,10.353987209883721
458,11.470547260182666
681,10.013431946154272
465,9.692588727638356
145,10.977716980635755
206,10.060060439307305
1136,12.256879973855343
324,10.46628456073464
657,11.009948956147637
1198,9.58136309252813
714,11.238652353231751
1210,11.129394827810977
1280,10.285461122475176
79,10.860047678274917
1194,11.064804181259648
687,10.277575423651992
166,9.871367833143674
229,11.12154549394652
1260,10.70060667312884
1159,11.596756189041978
740,11.071454247329665
100,10.55342238395318
290,9.268865850956626
444,10.977716980635755
878,10.79174911168878
1077,11.799206957067087
739,9.993667504286536
391,11.347679054569921
86,10.525211768465944
1301,10.614128815398654
666,10.837272366712863
1177,11.149519345988928
475,10.58221121243035
44,10.882315804880687
788,11.715790550995315
1002,10.280009828654116
24,10.46628456073464
832,10.227464909398023
591,10.830969824842061
1282,9.317895278196945
973,11.048830743691845
1056,10.188167121983652
109,11.275358392990295
222,11.193004457928666
1052,10.97315700921406
722,11.288114524334732
55,10.619090308798832
1284,10.433899309576924
253,11.49796125761926
1072,11.064804181259648
642,11.779404329770907
545,10.534467797525002
477,11.19373786463554
949,9.83063294843456
843,10.546429982871398
63,10.822504165817513
413,10.64634002126892
384,11.442303324087279
974,11.601107316686976
884,9.88635767027266
451,11.563884703567355
656,10.798847148587821
369,11.442932093149693
689,9.73761240901231
219,11.129394827810977
1226,11.273329308763513
21,10.882315804880687
760,10.930199891113121
869,11.458805442305984
420,11.52464373704442
199,10.927333190631044
450,10.353987209883721
1161,11.453730720391919
1019,11.684869359618002
911,12.01471841670537
696,11.442360501250736
811,11.765015592318807
1276,10.104611236292678
910,11.06979587215689
1049,9.638174223850264
505,10.830969824842061
1184,10.658921971998408
405,11.510857728676223
317,10.106570100778011
183,10.651384247866982
1120,9.253675685462651
1237,10.578148918421471
609,9.83063294843456
626,9.452024578163645
485,10.931153634628432
278,10.167923515707006
630,11.525170191386666
20,9.232535429245788
170,11.18267988243989
901,11.129394827810977
1039,10.893771459117888
176,10.082583913974387
327,10.93201122675303
706,10.882315804880687
470,11.575963360732533
1207,9.67600459962282
266,11.288114524334732
615,11.038609189620306
130,10.435449831034946
865,10.78900562574303
1255,9.801561133612584
1211,11.442360501250736
489,11.551145677789926
606,11.219074000897615
1164,10.143056552540132
416,10.510802297245792
152,10.186161103256786
889,9.913097231314559
849,11.267217235406594
279,10.71962021254348
1034,11.089508999068563
269,10.755482933704386
96,10.372324000891181
210,10.633572072102883
569,10.87326596936077
1261,10.567234758240792
871,10.147261623643049
532,11.144911042902732
1258,10.772384744506988
1099,11.715790550995315
712,10.56311104105693
77,10.726662495168894
263,10.463245044716745
1298,10.433899309576924
149,10.078119620845703
469,11.502816945605918
564,10.70777173269934
461,10.050907057320817
896,10.809669765045973
695,9.570272405833974
1175,10.620651995737777
928,10.538089862097847
1215,9.134616325446663
586,11.2874471903093
243,10.754345923917311
1111,10.620847035233894
751,11.525170191386666
648,11.076412935176183
1190,10.683645110085203
595,10.104611236292678
313,10.126163794678414
933,11.470547260182666
155,10.403666298916729
1150,9.801561133612584
999,11.6200017877887
1046,11.26789820240601
25,10.012572388296086
196,12.69144112852859
1088,10.397183294038651
15,11.301072237406668
883,10.481345086360362
621,11.265171547683302
1050,11.846490622987277
1067,10.657682154931747
497,11.442360501250736
792,11.561349847964168
964,10.716671227805323
515,9.47681923677686
1095,10.658921971998408
542,11.018720942220474
456,11.599202972743706
633,10.336863503805128
431,10.89326663606744
627,10.12402932214978
728,10.354869672690878
209,10.367478139624735
316,11.778996083184301
513,11.081544019025282
829,10.403666298916729
319,10.159709917169616
1031,9.989276182274935
141,10.993085090159761
1110,11.413356147904066
753,10.974983493740094
1001,11.056428922922915
1240,10.368432457987426
580,9.93914036985058
562,11.558808550535495
398,11.88100267529242
668,11.11283946349252
252,10.126163794678414
907,9.858883414720413
468,11.413356147904066
914,10.188167121983652
357,10.882315804880687
1279,10.776844060703754
1203,11.869133099737036
508,11.16321819034709
749,12.362417715920367
129,10.808592759018333
144,9.88635767027266
960,11.311846686253432
847,10.908984051962848
715,10.729080621774308
905,11.624777346052767
1096,10.435152442572992
235,10.776844060703754
1061,10.881314302543597
